CAZyme	ART45	ART46	ART47	ART48	ART49	ART50	CIGOMA4	CIGOMD18	DELGOM54	DELGOM55	DELGOM56	DELGOM57	DELGOM58	DELGOM59	DELGOM60	DSANT06	DSANT08	DSANT09	DSANT11	DSANT95	GBGOC44	GBGOC45	GBGOC47	GYRPAC92	HRSPAC47	HRSPAC64	HRSPAC65	KJGOM4	KJGOM5	KJGOM6	KOR52	KOR58	LOKART30	LOKART60	LOKART62	LOKART95	MARPAC23	SMMPAC33	SMMPAC46
GH2	1.02518	1.37509	0.946634	0.628603	0.221282	1.35998	0	4.52279	0	0.367124	0.507118	0.741369	0	0	0	63.1717	22.0871	23.9529	5.18987	19.5374	20.3571	10.5756	27.5563	0	10.3871	18.8189	0.942847	0	2.75066	5.97061	13.9596	4.53096	28.9047	7.53759	18.5138	13.6638	1.96266	12.0534	4.99497
GH20	1.65606	1.30634	0.774519	0.419069	0.442565	2.54997	0.273694	2.61845	0	1.46849	0	0	0.547377	1.32613	0	31.2269	20.3059	21.8033	5.18987	20.7097	12.3515	9.28587	13.053	0	11.9851	15.0989	0.942847	0.517544	1.65039	3.58237	6.28813	1.13274	8.95637	4.82406	6.43204	4.08506	1.30844	5.45659	4.75711
GH22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869195	0	0	0.244325	0
GH23	51.259	55.0038	49.6553	29.7539	37.1754	45.3894	40.5067	34.9921	14.8204	17.6219	17.242	21.8704	15.8739	19.2289	18.0864	88.6557	73.7423	74.3154	69.6926	106.674	86.918	82.0252	108.775	4.01227	79.1016	73.744	77.3134	47.3552	40.1596	25.0766	92.5612	128	30.3974	27.1353	27.2927	22.6791	80.4692	34.9384	36.6298
GH24	0.55202	0.343774	0.344231	0	0	0.339995	0	0.476083	0	0	0	0.370685	0.547377	0	0	0.35893	0.356243	0	0.370705	1.95374	0.228732	0.257941	4.99558	0	0	2.40707	0	0	0	0	0.251525	2.26548	1.35703	0.603008	0.608436	1.12691	0.654221	0.651533	0.237856
GH25	0.47316	0.550038	0.344231	0.209534	0.663847	0.679991	0	0	0	0.367124	0	0	0.547377	0.663065	0	3.5893	1.42497	4.91341	2.22423	17.5837	3.43097	2.32147	1.77263	0.236016	1.59801	0.656475	0	0.258772	0.275066	0	1.0061	0.56637	0.949918	0.301504	0.521517	0.986049	1.30844	0.651533	0.475711
GH26	0.55202	0.481283	0.258173	0	0.221282	0	0.273694	0.714124	0	0	1.52135	0.370685	0.547377	0.663065	0.602881	12.9215	7.83735	9.51974	3.33635	8.98723	3.88844	2.83735	4.0287	0	4.79404	2.84472	0.942847	0.517544	0.550131	1.49265	4.77898	3.39822	4.74959	2.71353	3.91138	2.67642	0.654221	3.3391	1.66499
GH27	0	0.0687547	0.0860576	0	0.221282	0.169998	0	0.476083	0	0.367124	0	0	0	0	0	5.74288	2.4937	0	0.74141	1.95374	3.65971	2.57941	2.25607	0	0	1.09412	0	0	0.275066	0.597061	1.13186	0.56637	1.35703	0.904511	2.08607	0.563456	0	1.05874	0.951423
GH28	0.55202	0.275019	0.0860576	0	0	0	0	4.52279	0.570015	2.56987	1.01424	0.370685	0.547377	0.663065	1.80864	15.0751	6.05613	3.37797	2.22423	2.73524	5.03209	2.32147	6.12362	0	3.99503	5.47062	0.942847	0	3.02572	8.35886	7.16847	3.39822	10.5848	5.42707	8.69195	6.62061	0	7.98127	7.13567
GH29	8.35915	3.85026	3.09807	0.628603	4.42565	3.22996	0.547388	13.3303	2.85008	12.1151	6.59253	1.85342	3.28426	2.65226	3.61729	128.497	59.1364	63.5673	20.0181	19.1467	26.7616	15.4764	28.0397	0	11.9851	38.0755	12.257	0.517544	11.0026	22.6883	41.6274	14.7256	50.3457	12.3617	32.421	25.2147	1.96266	42.3496	35.9162
GH3	10.1729	8.52559	6.7125	3.77162	8.40873	9.51987	3.55802	4.52279	1.14003	6.60823	2.53559	2.96548	3.28426	4.64146	4.22017	63.8895	38.8305	45.4491	16.311	47.6714	35.4534	29.1473	44.4768	0.236016	23.9702	29.5414	10.3713	3.6228	4.12598	8.65739	25.404	26.053	16.2843	9.64812	13.3856	10.4239	10.4675	15.7182	12.3685
GH30	0.0788599	0	0.258173	0	0	0	0.273694	1.19021	0	0.367124	0.507118	0	0	0	0	3.5893	0.712486	1.53544	0.370705	0.390749	1.37239	0.773822	0.161148	0	0	0	0	0	0	0.298531	0.880338	0	2.03554	0.301504	1.47763	0.704321	0	0.732974	0
GH30_1	1.73492	0.893811	0.344231	0.419069	0.442565	1.01999	0	0	0	0.367124	0.507118	0	0	0	0	12.2036	5.69989	8.29139	4.44846	1.563	0.228732	0.257941	0.805739	0	0.799006	1.09412	0	0	0	0	2.26373	2.26548	0.407108	0	0.0869195	0.281728	0	0.0814416	0.237856
GH30_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07679	0	0	0	0	0	0	0	0	0	0.218825	0	0	0	0	0	0	0	0	0	0	0	0	0
GH30_3	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0.71786	0.712486	0.614177	0.370705	3.51674	0.228732	0.257941	0	0	0.799006	0.43765	0.942847	0	0.275066	0	0.251525	0	0.135703	0	0	0	0	0.162883	0.237856
GH30_4	0.0788599	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79465	1.78122	0.614177	1.11212	0.390749	0.914926	0.773822	1.61148	0	0.799006	1.09412	0	0	0	0.597061	0.628813	0	0.949918	0	0.173839	0.422592	0	1.05874	0.951423
GH30_5	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0.125763	0	0.271405	0	0	0.140864	0	0.488649	0.475711
GH30_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GH31	1.10404	0.550038	0.172115	0.209534	0.663847	0.509993	0	0.476083	0	0	1.01424	0	0.547377	0	0.602881	9.69111	4.98741	4.29924	5.56058	5.47049	8.23434	5.6747	7.4128	0	3.19602	2.6259	0.942847	0	0.275066	1.49265	3.52135	3.39822	3.25686	0.603008	1.56455	2.25383	0	2.03604	0.951423
GH32	0.788599	0.481283	0.946634	0	1.10641	0.679991	0.273694	5.23691	0	1.83562	0	0.741369	0	1.32613	0	14.7161	8.19359	9.82683	5.93128	6.64273	3.20224	2.83735	4.67329	0	1.59801	2.84472	0.942847	0	1.65039	7.16474	4.27593	0.56637	15.3344	4.52256	12.7772	9.15617	0	11.4018	6.4221
GH33	3.31212	2.26891	3.09807	0.838138	1.32769	2.20997	0.821082	8.56949	0	2.56987	3.04271	0.741369	1.64213	0	0.602881	25.1251	12.8248	16.8899	9.26763	15.2392	13.7239	12.1232	11.4415	0	3.99503	13.1295	1.88569	1.55263	4.67612	9.85151	7.92304	2.83185	29.1761	9.04511	19.5569	14.2273	5.23377	11.9719	8.32495
GH35	0	0	0.0860576	0	0	0	0	0.238041	0	0	0	0	0	0	0	3.23037	0.712486	0.307088	0	1.563	1.14366	1.80559	0.805739	0	0	2.18825	0	0	0.275066	0.895592	0.50305	0.56637	0.678513	0.301504	0.608436	0.422592	0	0.407208	0
GH36	0.23658	0.137509	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	1.79465	2.4937	1.84253	0.370705	0.781498	2.97351	1.03176	1.93377	0	0	0.656475	0	0	0.275066	1.19412	1.50915	0	2.71405	2.11053	2.17299	1.54951	0	0.895857	0.951423
GH37	0.47316	0.206264	0.0860576	0	0.221282	0.339995	0.821082	0	0.570015	0	0	0.741369	0	0	0	1.43572	1.42497	2.14962	1.11212	1.563	0.228732	0.257941	0.966887	0	0	0.43765	0	1.03509	0.825197	0.298531	0.754575	0.56637	0.814216	0.603008	0.347678	0	0.654221	0.325766	0.475711
GH38	0.23658	0.275019	0.0860576	0.209534	0	0	0	1.90433	0.570015	1.46849	1.52135	0.370685	0.547377	0	0.602881	10.7679	7.48111	5.83468	2.59494	1.17225	5.48956	3.61117	5.80132	0	3.19602	4.3765	0	0.258772	1.37533	1.49265	3.52135	0	5.1567	1.50752	3.1291	1.69037	0	4.15352	2.61641
GH39	0.23658	0.275019	0	0	0	0.169998	0	3.80866	0	1.10137	6.59253	0.370685	9.30542	13.9244	10.249	0.71786	3.56243	1.22835	4.81917	1.95374	37.9694	36.1117	17.0817	0	2.39702	3.28237	0.942847	0.258772	1.65039	1.79118	4.65321	0.56637	5.69951	8.44211	7.82275	3.80333	0.654221	7.16686	4.2814
GH4	0.15772	0.481283	0.0860576	0	0.442565	0	0	4.76083	2.28006	6.2411	3.54982	3.33616	3.28426	2.65226	2.41153	3.5893	1.78122	0	3.33635	1.17225	3.65971	4.64293	4.18984	0	2.39702	1.09412	0	0	1.92546	4.47796	2.38949	0	5.4281	5.42707	7.21432	3.80333	1.30844	5.13082	5.70854
GH42	0.0788599	0.0687547	0.0860576	0	0	0	0	1.19021	0	0	0	0	0	0	0	1.79465	1.06873	1.22835	0.74141	0	2.97351	3.61117	0.966887	0	0	0.218825	0	0	0.825197	0.895592	1.76068	0.56637	1.35703	0.904511	1.04303	1.12691	0	0.814416	0.237856
GH43	0	0.0687547	0.172115	0	0	0.169998	0.821082	0.476083	1.71005	0.367124	0	0	0	0	0	0	0	0.307088	0.74141	0	0.686195	1.03176	2.73951	0	0	0.218825	0	0.517544	0.550131	0.298531	0.628813	0	2.84975	0.904511	1.47763	1.26778	0	1.38451	0.237856
GH43_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH43_10	0.15772	0	0	0	0	0	0	0.714124	0.570015	0.734247	0	0	0	0	0	0.71786	0.356243	0	1.11212	1.563	0	0	0.483443	0	0	0	0	0	0.550131	0.895592	1.63491	0.56637	0	0.301504	0.347678	0	0	1.38451	0.951423
GH43_11	0	0	0.0860576	0	0.221282	0	0	0	0	0	0	0	0	0	0	0.35893	0	0	0	0.390749	0	0	0.322296	0	0	0	0	0	0	0.298531	0	0	0	0	0	0	0	0.162883	0
GH43_12	0.15772	0.343774	0	0	0.221282	0.169998	0	0	0	0	0	0	0	0	0	6.81967	1.78122	3.07088	0.370705	2.34449	0	0	0	0	0	0.43765	0	0	0.550131	0	2.13796	3.39822	0	0	0.0869195	0	0	0.325766	0.713567
GH43_15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GH43_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH43_17	0	0.0687547	0	0	0	0	0	0	0	0.367124	0	0	0	0	0	0.71786	0	0.307088	0	0.390749	0.228732	0	0.483443	0	0	0	0	0	0.550131	0.298531	0.880338	0	0	0	0.0869195	0	0	0.244325	0.713567
GH43_18	0.0788599	0	0	0	0.221282	0	0	0.952165	0	0.367124	0	0.370685	0	0	0	2.51251	2.4937	2.7638	1.48282	0.390749	0.457463	0.257941	1.93377	0	0	1.31295	0	0	0	0.895592	2.13796	0	1.49273	1.20602	1.21687	0.986049	0	1.62883	1.18928
GH43_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0.125763	0	0	0	0	0	0	0	0
GH43_2	0	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94823	1.06873	0	0	0	0	0	0.644591	0	0	0	0	0	0	0	0.880338	1.13274	0.271405	0	0.0869195	0	0	0.325766	0.713567
GH43_20	0	0	0	0	0	0	0	0.238041	0	0.367124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.260758	0.281728	0	0.0814416	0
GH43_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH43_24	0.3943	0.481283	0.172115	0.419069	1.10641	0.849989	0	0.238041	0	0	0.507118	0.370685	0	0	0	1.07679	0.356243	1.22835	0	1.17225	0.228732	0	0.644591	0	0.799006	1.53177	0.942847	0	0.275066	1.19412	0.754575	0	1.08562	0	0.956114	0.422592	0	1.05874	0.951423
GH43_26	0.47316	0	0.172115	0	0	0.339995	0	0.476083	0	0	0	0	0	0	0	1.07679	0.356243	0	0.370705	0.781498	0.228732	0	0.966887	0	0	0.218825	0	0	0.275066	0	0.628813	0.56637	0.54281	0	0.173839	0.140864	0	0.895857	0.475711
GH43_28	0	0	0.0860576	0	0	0	0	0	0.570015	0.367124	0	0	0	0	0	0.71786	0	0	0	2.34449	0	0	0.161148	0	0	0.218825	0	0	0.275066	0.895592	0.754575	0	0.271405	0	0.869195	0.563456	0.654221	0.732974	0.475711
GH43_29	0.31544	0.137509	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02502	2.13746	2.45671	0.74141	1.17225	0	0	0.322296	0	0	0	0	0	0	0.597061	1.63491	0.56637	0.814216	0	0.521517	0.563456	0.654221	1.54739	0.713567
GH43_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71786	0	0	0	0	0	0	2.09492	0	1.59801	0.8753	0	0	0	0.298531	0.125763	0	0.271405	0	0.260758	0.140864	0	0.244325	0.951423
GH43_30	0.0788599	0.0687547	0.0860576	0	0	0.169998	0	0	0	0	0	0	0	0	0	0	0.356243	0.921265	0.370705	3.12599	0	0	0.161148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH43_31	0.15772	0	0	0	0	0	0.273694	0.952165	0	0	0	0	0	0	0	0	0	0	0	0	1.82985	1.80559	7.0905	0	0	0.218825	0	0	0	0	0.251525	1.13274	1.08562	0.603008	0.173839	0.140864	0	0.651533	0
GH43_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.805739	0	0	0.218825	0	0	0	0	0	0	0.407108	0	0	0	0	0.0814416	0
GH43_33	0.15772	0.0687547	0	0	0	0	0	0	0	0.367124	0	0	0	0	0	0.71786	0	0.307088	0.370705	1.17225	1.37239	1.2897	2.73951	0	0	0	0	0	0	0	0	0	0.54281	0	0.173839	0.281728	0	0.732974	0
GH43_34	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51251	1.06873	2.45671	0	1.17225	0.686195	0.773822	0.644591	0	0	0.43765	0	0	0.275066	0.298531	1.0061	0.56637	0.678513	0.603008	0.260758	0.422592	0	0.244325	0
GH43_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH43_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34449	0	0	0	0	0	0	0	0	0	0.298531	0.377288	0.56637	0	0	0.0869195	0.140864	0	0.162883	0
GH43_5	0.0788599	0	0	0	0	0.169998	0	0.476083	1.71005	0	0	0	0	0	0	0	0	0	0.370705	0.390749	0	0	0.161148	0	0	0	0	0	0.275066	0.895592	0.880338	0.56637	0.949918	0	0.695356	0.986049	0	1.14018	0.713567
GH43_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.43572	0.356243	0.614177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH43_9	0	0	0	0	0	0.169998	0	0	0	0	0	0	0	0	0	1.07679	0.356243	0.614177	0	0	0	0	0	0	0	0	0	0	0	0	0.50305	0	0.135703	0	0.260758	0.422592	0	0.244325	0.237856
GH44	0	0	0.0860576	0	0	0	0	0.238041	0	0	0	0	0	0	0	0.35893	0.356243	0	1.11212	0	0	0.257941	0	0	0	0	0	0	0	0	0.125763	0	0.271405	0	0.260758	0	0	0.244325	0
GH45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GH46	0	0	0	0.209534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140864	0	0	0
GH47	0	0	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0.35893	0.712486	0.307088	0	0	0.228732	0.257941	0.161148	0	0	0.218825	0	0	0	0	0.125763	0	0	0	0.0869195	0	0	0.162883	0
GH49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0.307088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0.140864	0	0.0814416	0
GH5	0.3943	0.550038	0.516346	0.209534	0.221282	0.169998	0.547388	2.61845	0	1.83562	0	0	1.09475	0	0.602881	1.07679	0.356243	0.614177	0.74141	3.12599	11.4366	11.3494	13.5364	0	2.39702	3.06355	0.942847	0.517544	0.275066	2.08972	1.25763	0	5.021	5.12556	4.08521	1.9721	0.654221	4.15352	1.18928
GH50	0	0	0	0	0	0	0	1.66629	0	0.367124	0	0	0	0	0	2.87144	0.712486	1.53544	1.85353	0.781498	1.37239	0.515882	1.45033	0	0	0	0	0	0.275066	1.79118	2.64101	1.13274	4.07108	2.11053	2.43374	3.09901	0	2.19892	0.237856
GH51	0.31544	0.137509	0.172115	0.209534	0	0	0	1.90433	0.570015	0.734247	0	0.370685	1.64213	0	0	3.23037	3.20619	2.45671	1.85353	2.73524	6.17575	5.6747	5.15673	0	2.39702	2.40707	0	0	1.37533	2.38825	3.52135	1.69911	5.2924	4.22105	5.30209	4.93024	0	4.07208	3.09212
GH52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814416	0
GH53	0.15772	0.206264	0.172115	0	0.221282	0.169998	0	0.952165	0	1.10137	1.01424	0	0	0.663065	0	7.1786	4.27492	7.67721	1.85353	2.34449	2.74478	1.80559	2.57836	0	0.799006	3.28237	0	0	0.825197	0.895592	1.50915	1.13274	1.49273	0.301504	1.39071	0.704321	0	1.71027	1.18928
GH54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0	0
GH55	0.0788599	0.0687547	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71786	0	0	0	0	0	0	0	0	0.799006	0	0	0	0	0	1.13186	0.56637	0.678513	0.301504	0.173839	0.563456	0	0.162883	0
GH57	0.0788599	0	0	0	0	0	0	0.238041	0.570015	0.367124	0	0	0.547377	0.663065	0.602881	0	1.06873	0.921265	0.74141	1.95374	7.54814	5.41676	1.28918	0	0.799006	0.656475	0	0	0.275066	0.597061	0.377288	0	0.678513	1.50752	0.608436	0.281728	0	0.651533	0.713567
GH59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0	0	0	0	0.228732	0	0	0	0	0	0	0	0.275066	0	0.125763	0	0	0	0.434597	0.281728	0	0.162883	0
GH5_1	0.15772	0	0.0860576	0.419069	0.442565	0.169998	0	0.238041	0.570015	0	0	0.370685	0	0	0	0	0	0	0	0	0	0	0.322296	0	0	0.218825	0	0	0.275066	0	0	0	0	0	0.173839	0.140864	0	0.162883	0
GH5_10	0	0.0687547	0	0	0	0	0	0.238041	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0.257941	0	0	0	0	0	0	0	0.298531	0.377288	0	0.54281	0	0.0869195	0.140864	0	0.325766	0
GH5_12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.322296	0	0	0.218825	0	0	0	0	0	0	0	0	0	0	0	0.162883	0
GH5_13	0.55202	0.343774	0.172115	0.209534	0.442565	0	0	2.14237	0.570015	0.734247	0	1.11205	0	0	0.602881	2.51251	2.4937	4.29924	1.85353	1.563	1.14366	1.54764	3.86755	0	0	1.53177	0	0	0.825197	2.08972	0.880338	1.13274	6.37802	1.80902	3.30294	2.95815	0.654221	2.36181	2.1407
GH5_17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228732	0	0	0	0.799006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH5_19	0	0.0687547	0	0	0	0	0	0.238041	0.570015	0.367124	0	0	0	0	0	0	0	0	0	0	0.228732	0	0.161148	0	0	0	0	0	0.275066	0	0	0	0	0	0	0	0	0	0
GH5_2	0.0788599	0.137509	0	0.419069	0	0	0	0.714124	0	0	0	0	0	0	0	1.79465	0.712486	1.22835	0	2.73524	0.228732	0	1.93377	0	2.39702	0.656475	0	0	0.275066	1.49265	0.628813	0.56637	1.08562	0	0.608436	0.563456	0	0.244325	0.237856
GH5_21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH5_22	0	0	0.0860576	0	0	0	0	0	0	0	0	0	0	0	0	1.07679	1.06873	0.307088	0	0.781498	0.914926	0.515882	0	0	0.799006	1.31295	0.942847	0	0	0	0.880338	0	0.271405	0	0.0869195	0	0	0.244325	0.713567
GH5_24	0	0	0	0	0.221282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH5_25	0.15772	0.137509	0	0.209534	0.442565	0.169998	0	0	0	0.734247	0	0	0	0	0	1.79465	1.42497	1.53544	0.370705	1.17225	2.51605	2.57941	2.90066	0	0	0.8753	0	0	0.275066	0.298531	2.38949	0	1.35703	0.301504	1.04303	1.12691	0	0.814416	0.475711
GH5_26	0	0	0	0	0	0	0	0.238041	0	0	1.01424	0.370685	0	0	0	1.79465	1.42497	0.921265	0	0.390749	0.686195	0.515882	0.322296	0	0	0.218825	0.942847	0	0	0.298531	1.13186	0.56637	0.54281	0	0.347678	0.281728	0	0.651533	0
GH5_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0.0814416	0
GH5_28	0.23658	0.137509	0	0	0	0	0	0	0	0	0.507118	0	0	0	0	2.51251	2.13746	0.614177	1.85353	1.95374	2.51605	1.03176	1.77263	0	1.59801	1.09412	0.942847	0	0	0	1.25763	0	1.08562	0	0.0869195	0.422592	0	0.407208	0.475711
GH5_29	0.0788599	0.0687547	0	0	0	0.169998	0	0	0	0	0	0	0	0	0	0	0.712486	0.307088	1.11212	0.390749	0	0.257941	0.161148	0	0	0	0	0	0	0	0.251525	0	0	0	0	0	0	0	0
GH5_31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH5_34	0.23658	0	0.0860576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307088	0.370705	0	0	0	0.483443	0	0	0	0	0	0.550131	0.298531	0.125763	0	0	0	0.0869195	0	0	0.0814416	0.237856
GH5_36	0.15772	0.0687547	0.0860576	0	0.221282	0.169998	0	1.66629	0	1.10137	0	0.370685	0	0.663065	0	2.51251	1.42497	0.921265	1.11212	0.390749	1.14366	0.515882	0.644591	0	0	0.218825	0	0	1.92546	1.79118	1.25763	0.56637	0.949918	1.20602	0.782275	0.986049	0	1.46595	1.18928
GH5_37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56637	0	0	0	0	0	0	0
GH5_38	0.0788599	0.0687547	0	0	0.442565	0.169998	0	0	0	0	0.507118	0	0	0	0	1.07679	0.712486	0.614177	0.370705	0	0.457463	0	1.12803	0	0	0	0	0	0	0.298531	1.63491	0	0.54281	0	0.0869195	0	0	0.325766	0.475711
GH5_39	0	0	0	0	0	0.169998	0	0.476083	0	0.367124	0	0	0	0	0	0	0	0	0	0	1.60112	1.2897	0.966887	0	0	0	0	0	0.275066	0.895592	0.377288	0	0.135703	0.904511	0.521517	0.563456	0	0.244325	0
GH5_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35893	0.712486	1.84253	0	1.563	0.228732	0	0.161148	0	1.59801	0.656475	0	0	0	0	0.125763	0	0	0	0.173839	0	0	0.0814416	0
GH5_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0.228732	0.257941	0.322296	0	0	0	0	0	0.275066	0	0	0	0.135703	0	0.0869195	0.140864	0	0.162883	0
GH5_41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.370705	0.390749	0.686195	0.773822	0.483443	0	0	0	0	0	0	0	0.251525	0	0	0	0	0	0	0.651533	0
GH5_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663065	0	0	0	0	0.370705	0	0.228732	0.515882	0	0	0	0.43765	1.88569	0.258772	0	0	0.125763	0	0	0	0	0	0	0	0
GH5_43	0	0.206264	0	0	0.221282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125763	0	0	0	0	0	0	0	0
GH5_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH5_46	0.31544	0	0	0	0	0	0	0	0	0	0	0	0	0.663065	0.602881	2.51251	1.42497	1.84253	0.74141	0.390749	2.74478	2.32147	3.22296	0	0.799006	0	0	0	0.550131	1.49265	2.26373	0	0.407108	0.301504	0.173839	0	0	0.0814416	0
GH5_47	0.0788599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22835	0.74141	0	0.228732	0.515882	0.161148	0	0	0	0	0	0	0.298531	0	0	0	0	0.173839	0	0	0.0814416	0
GH5_48	0	0	0.0860576	0	0	0	0	0.238041	0	0.367124	0.507118	0.370685	0	0.663065	0	0	0	0	0.370705	0	2.28732	2.32147	1.28918	0	0	0	0	0	0.275066	0.298531	0.50305	0	0.54281	0.904511	0.608436	0.563456	0	0.244325	0.237856
GH5_5	0	0.0687547	0	0	0.221282	0	0.273694	0	0	0	0	0	0.547377	0	0	0	0	0	0	0.781498	0	0	0.322296	0	0	0	0	0.258772	0	0	0	0	0.407108	0	0.173839	0.140864	0	0.162883	0
GH5_54	0.0788599	0	0	0	0	0	0	0	0	0	0.507118	0	0.547377	0.663065	0	0	0	0	0	0.390749	0.914926	0.773822	0.161148	0	0	0	0	0	0	0	0	0	0.135703	0	0	0	0	0.244325	0
GH5_55	0	0	0	0	0	0	0	0	0	0.367124	0	0.370685	0	0	0.602881	0.71786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH5_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298531	0	0	0	0	0	0.140864	0	0	0
GH5_7	0.0788599	0	0.0860576	0	0	0	0	0.476083	0	0.367124	0.507118	0	1.09475	0.663065	0.602881	0.35893	0	0	1.48282	1.563	0.914926	1.2897	0.322296	0	1.59801	0.8753	0	0.258772	0	0	0	0	0.678513	2.11053	1.30379	0.704321	0	0.814416	0.951423
GH5_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.390749	0	0	0	0	0	0	0	0	0	0	0.125763	0.56637	0	0	0	0	0	0	0
GH6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356243	0.307088	0	0.781498	0	0	0	0	0	0	0	0	0	0	0.125763	0	0.135703	0	0	0	0	0	0
